,Value
27007,65.0
27008,61.0
27009,126.0
27010,6.8
27011,5.4
27012,6.0
27013,52.0
27014,47.0
27015,99.0
27016,21.8
27017,16.0
27018,18.3
27019,13.0
27020,14.0
27021,28.0
27022,3.5
27023,3.5
27024,3.5
27025,74.0
27026,89.0
27027,162.0
27028,3.1
27029,2.8
27030,3.0
27031,62.0
27032,66.0
27033,128.0
27034,9.1
27035,12.0
27036,10.8
27037,12.0
27038,23.0
27039,34.0
27040,3.4
27041,3.4
27042,3.4
27043,71.0
27044,87.0
27045,158.0
27046,2.9
27047,2.7
27048,2.8
27049,57.0
27050,64.0
27051,121.0
27052,10.2
27053,12.2
27054,11.3
27055,14.0
27056,23.0
27057,37.0
27058,3.4
27059,3.4
27060,3.4
27061,71.0
27062,87.0
27063,158.0
27064,2.9
27065,2.7
27066,2.8
27067,57.0
27068,64.0
27069,121.0
27070,10.5
27071,12.1
27072,11.4
27073,14.0
27074,23.0
27075,37.0
27076,4.3
27077,5.1
27078,4.8
27079,48.0
27080,66.0
27081,114.0
27082,3.6
27083,4.0
27084,3.8
27085,35.0
27086,46.0
27087,81.0
27088,9.5
27089,14.2
27090,12.0
27091,13.0
27092,20.0
27093,33.0
27094,4.6
27095,5.3
27096,5.0
27097,51.0
27098,70.0
27099,121.0
27100,3.7
27101,4.1
27102,3.9
27103,36.0
27104,47.0
27105,83.0
27106,10.5
27107,15.0
27108,12.9
27109,15.0
27110,23.0
27111,37.0
27112,4.7
27113,5.3
27114,5.0
27115,52.0
27116,69.0
27117,121.0
27118,3.8
27119,4.0
27120,3.9
27121,37.0
27122,47.0
27123,84.0
27124,10.7
27125,15.1
27126,13.0
27127,15.0
27128,23.0
27129,38.0
27130,2.2
27131,3.5
27132,2.9
27133,2.0
27134,4.0
27135,6.0
27136,2.3
27137,3.3
27138,2.8
27139,2.0
27140,3.0
27141,5.0
27142,1.7
27143,4.5
27144,3.1
27145,0.0
27146,1.0
27147,1.0
27148,2.8
27149,3.6
27150,3.2
27151,3.0
27152,4.0
27153,7.0
27154,2.3
27155,2.6
27156,2.5
27157,2.0
27158,3.0
27159,4.0
27160,5.5
27161,9.3
27162,7.4
27163,1.0
27164,2.0
27165,2.0
27166,2.8
27167,3.6
27168,3.2
27169,3.0
27170,4.0
27171,7.0
27172,2.3
27173,2.6
27174,2.5
27175,2.0
27176,3.0
27177,4.0
27178,5.5
27179,9.3
27180,7.4
27181,1.0
27182,2.0
27183,2.0
27184,11.5
27185,9.8
27186,10.5
27187,1279.0
27188,1445.0
27189,2724.0
27190,10.6
27191,8.9
27192,9.7
27193,1113.0
27194,1242.0
27195,2355.0
27196,35.5
27197,31.4
27198,28.0
27199,228.0
27200,282.0
27201,451.0
27202,11.4
27203,9.6
27204,10.4
27205,1278.0
27206,1433.0
27207,2711.0
27208,10.2
27209,8.3
27210,9.1
27211,1066.0
27212,1157.0
27213,2223.0
27214,33.0
27215,29.7
27216,30.0
27217,208.0
27218,269.0
27219,474.0
27238,2.2
27239,2.8
27240,2.5
27241,680.0
27242,1060.0
27243,1740.0
27244,2.1
27245,2.6
27246,2.4
27247,580.0
27248,920.0
27249,1500.0
27250,3.5
27251,4.8
27252,4.2
27253,100.0
27254,140.0
27255,240.0
27256,2.2
27257,2.7
27258,2.5
27259,680.0
27260,1030.0
27261,1710.0
27262,3.6
27263,6.1
27264,7.0
27265,6.6
27266,45.0
27267,51.0
27268,96.0
27269,5.8
27270,6.4
27271,6.1
27272,40.0
27273,42.0
27274,82.0
27275,11.1
27276,13.9
27277,12.6
27278,5.0
27279,8.0
27280,14.0
27281,5.6
27282,6.5
27283,6.0
27284,41.0
27285,48.0
27286,89.0
27287,5.4
27288,6.0
27289,5.7
27290,37.0
27291,41.0
27292,78.0
27293,8.4
27294,11.8
27295,10.2
27296,4.0
27297,7.0
27298,11.0
27299,5.5
27300,6.6
27301,6.1
27302,41.0
27303,48.0
27304,89.0
27305,5.3
27306,6.1
27307,5.7
27308,36.0
27309,41.0
27310,77.0
27311,9.4
27312,12.6
27313,11.1
27314,5.0
27315,7.0
27316,12.0
27317,5.8
27318,5.7
27319,5.7
27320,8.0
27321,9.0
27322,17.0
27323,4.8
27324,4.5
27325,4.7
27326,6.0
27327,7.0
27328,13.0
27329,16.4
27330,18.6
27331,17.6
27332,2.0
27333,3.0
27334,4.0
27335,5.7
27336,5.6
27337,5.6
27338,8.0
27339,9.0
27340,17.0
27341,4.8
27342,4.5
27343,4.6
27344,6.0
27345,7.0
27346,13.0
27347,15.4
27348,17.6
27349,16.6
27350,2.0
27351,2.0
27352,4.0
27353,5.6
27354,5.6
27355,5.6
27356,8.0
27357,9.0
27358,17.0
27359,4.8
27360,4.5
27361,4.6
27362,6.0
27363,7.0
27364,13.0
27365,15.3
27366,17.7
27367,16.6
27368,2.0
27369,2.0
27370,4.0
27371,5.6
27372,7.9
27373,6.8
27374,27.0
27375,38.0
27376,66.0
27377,5.4
27378,7.1
27379,6.2
27380,25.0
27381,32.0
27382,56.0
27383,8.8
27384,18.0
27385,14.3
27386,2.0
27387,7.0
27388,9.0
27389,5.4
27390,7.4
27391,6.4
27392,26.0
27393,36.0
27394,62.0
27395,5.2
27396,6.6
27397,5.9
27398,24.0
27399,30.0
27400,54.0
27401,8.7
27402,17.3
27403,13.8
27404,2.0
27405,7.0
27406,9.0
27407,5.4
27408,7.5
27409,6.4
27410,26.0
27411,36.0
27412,63.0
27413,5.2
27414,6.6
27415,5.9
27416,24.0
27417,30.0
27418,54.0
27419,8.8
27420,18.0
27421,14.2
27422,2.0
27423,7.0
27424,9.0
27425,4.2
27426,3.4
27427,3.7
27428,4.0
27429,5.0
27430,10.0
27431,3.3
27432,2.7
27433,3.0
27434,3.0
27435,4.0
27436,7.0
27437,10.1
27438,10.0
27439,10.1
27440,1.0
27441,1.0
27442,3.0
27443,4.1
27444,3.4
27445,3.7
27446,4.0
27447,5.0
27448,10.0
27449,3.2
27450,2.7
27451,2.9
27452,3.0
27453,4.0
27454,7.0
27455,10.2
27456,10.0
27457,10.1
27458,1.0
27459,2.0
27460,3.0
27461,4.1
27462,3.6
27463,3.8
27464,4.0
27465,6.0
27466,10.0
27467,3.2
27468,2.7
27469,2.9
27470,3.0
27471,4.0
27472,7.0
27473,10.1
27474,11.6
27475,10.9
27476,1.0
27477,2.0
27478,3.0
27479,3.7
27480,3.6
27481,3.6
27482,159.0
27483,174.0
27484,333.0
27485,3.1
27486,2.9
27487,3.0
27488,110.0
27489,122.0
27490,232.0
27491,6.8
27492,7.2
27493,7.0
27494,49.0
27495,52.0
27496,101.0
27497,3.4
27498,3.3
27499,3.3
27500,147.0
27501,160.0
27502,307.0
27503,2.8
27504,2.7
27505,2.8
27506,102.0
27507,111.0
27508,213.0
27509,6.2
27510,6.6
27511,6.4
27512,46.0
27513,49.0
27514,94.0
27515,3.4
27516,3.3
27517,3.3
27518,147.0
27519,160.0
27520,307.0
27521,2.8
27522,2.7
27523,2.8
27524,102.0
27525,111.0
27526,213.0
27527,6.2
27528,6.6
27529,6.4
27530,46.0
27531,49.0
27532,94.0
27533,3.4
27534,3.8
27535,3.6
27536,45.0
27537,56.0
27538,101.0
27539,2.4
27540,3.0
27541,2.7
27542,27.0
27543,39.0
27544,66.0
27545,9.9
27546,9.7
27547,9.8
27548,17.0
27549,18.0
27550,35.0
27551,3.4
27552,3.7
27553,3.6
27554,46.0
27555,55.0
27556,101.0
27557,2.5
27558,2.8
27559,2.7
27560,28.0
27561,37.0
27562,65.0
27563,9.5
27564,9.8
27565,9.7
27566,17.0
27567,18.0
27568,35.0
27569,3.4
27570,3.7
27571,3.6
27572,46.0
27573,55.0
27574,101.0
27575,2.4
27576,2.8
27577,2.6
27578,28.0
27579,36.0
27580,64.0
27581,9.8
27582,10.0
27583,9.9
27584,18.0
27585,19.0
27586,36.0
27587,4.3
27588,3.3
27589,3.7
27590,325.0
27591,308.0
27592,633.0
27593,3.7
27594,2.9
27595,3.3
27596,266.0
27597,246.0
27598,512.0
27599,11.3
27600,8.9
27601,10.0
27602,60.0
27603,62.0
27604,121.0
27605,4.1
27606,3.3
27607,3.6
27608,313.0
27609,307.0
27610,619.0
27611,3.5
27612,2.7
27613,3.1
27614,250.0
27615,234.0
27616,484.0
27617,11.8
27618,10.3
27619,10.9
27620,63.0
27621,72.0
27622,135.0
27623,4.1
27624,3.3
27625,3.6
27626,312.0
27627,309.0
27628,620.0
27629,3.5
27630,2.7
27631,3.1
27632,249.0
27633,234.0
27634,482.0
27635,11.8
27636,10.6
27637,11.1
27638,63.0
27639,75.0
27640,138.0
27641,7.4
27642,6.0
27643,6.7
27644,189.0
27645,156.0
27646,345.0
27647,6.5
27648,5.3
27649,5.9
27650,155.0
27651,128.0
27652,283.0
27653,21.0
27654,14.2
27655,17.3
27656,34.0
27657,28.0
27658,62.0
27659,7.2
27660,5.7
27661,6.5
27662,185.0
27663,150.0
27664,334.0
27665,6.3
27666,5.0
27667,5.7
27668,150.0
27669,122.0
27670,272.0
27671,21.2
27672,13.8
27673,17.1
27674,35.0
27675,28.0
27676,63.0
27677,7.2
27678,5.8
27679,6.5
27680,185.0
27681,151.0
27682,336.0
27683,6.3
27684,5.1
27685,5.7
27686,150.0
27687,123.0
27688,274.0
27689,20.9
27690,13.9
27691,17.1
27692,35.0
27693,28.0
27694,63.0
27695,3.5
27696,4.4
27697,4.0
27698,129.0
27699,221.0
27700,350.0
27701,2.8
27702,3.6
27703,3.2
27704,97.0
27705,167.0
27706,264.0
27707,15.2
27708,15.8
27709,15.6
27710,32.0
27711,56.0
27712,89.0
27713,3.3
27714,3.9
27715,3.7
27716,129.0
27717,202.0
27718,331.0
27719,2.5
27720,3.1
27721,2.9
27722,90.0
27723,150.0
27724,239.0
27725,16.5
27726,14.7
27727,15.4
27728,39.0
27729,55.0
27730,93.0
27731,3.4
27732,4.2
27733,3.8
27734,131.0
27735,216.0
27736,347.0
27737,2.5
27738,3.3
27739,3.0
27740,91.0
27741,160.0
27742,251.0
27743,16.6
27744,15.0
27745,15.6
27746,39.0
27747,56.0
27748,95.0
27749,7.7
27750,7.6
27751,7.7
27752,204.0
27753,220.0
27754,424.0
27755,5.9
27756,5.3
27757,5.6
27758,138.0
27759,137.0
27760,274.0
27761,20.9
27762,25.6
27763,23.3
27764,66.0
27765,84.0
27766,150.0
27767,7.5
27768,7.2
27769,7.3
27770,197.0
27771,209.0
27772,406.0
27773,5.8
27774,5.3
27775,5.5
27776,134.0
27777,135.0
27778,270.0
27779,19.4
27780,22.1
27781,20.8
27782,62.0
27783,74.0
27784,136.0
27785,6.8
27786,6.5
27787,6.7
27788,177.0
27789,188.0
27790,365.0
27791,5.1
27792,4.8
27793,4.9
27794,117.0
27795,123.0
27796,240.0
27797,19.7
27798,20.1
27799,19.9
27800,60.0
27801,65.0
27802,125.0
27803,5.4
27804,3.9
27805,4.6
27806,26.0
27807,22.0
27808,47.0
27809,5.0
27810,3.7
27811,4.3
27812,22.0
27813,19.0
27814,41.0
27815,11.5
27816,8.6
27817,9.8
27818,3.0
27819,3.0
27820,7.0
27821,5.3
27822,3.8
27823,4.4
27824,25.0
27825,21.0
27826,46.0
27827,4.9
27828,3.5
27829,4.1
27830,22.0
27831,18.0
27832,40.0
27833,10.3
27834,7.8
27835,8.8
27836,3.0
27837,3.0
27838,6.0
27839,5.2
27840,3.7
27841,4.4
27842,25.0
27843,21.0
27844,46.0
27845,4.9
27846,3.5
27847,4.1
27848,22.0
27849,18.0
27850,40.0
27851,10.3
27852,7.4
27853,8.6
27854,3.0
27855,3.0
27856,6.0
27857,5.7
27858,5.7
27859,5.7
27860,70.0
27861,85.0
27862,155.0
27863,5.2
27864,5.1
27865,5.1
27866,61.0
27867,71.0
27868,132.0
27869,15.8
27870,13.4
27871,14.2
27872,9.0
27873,14.0
27874,23.0
27875,6.0
27876,5.6
27877,5.8
27878,74.0
27879,84.0
27880,159.0
27881,5.4
27882,5.0
27883,5.2
27884,63.0
27885,70.0
27886,133.0
27887,17.7
27888,13.5
27889,15.0
27890,11.0
27891,15.0
27892,26.0
27893,6.0
27894,5.6
27895,5.8
27896,74.0
27897,84.0
27898,159.0
27899,5.4
27900,5.0
27901,5.2
27902,63.0
27903,70.0
27904,133.0
27905,17.7
27906,13.5
27907,15.0
27908,11.0
27909,15.0
27910,26.0
27911,3.5
27912,4.3
27913,3.9
27914,2701.0
27915,3680.0
27916,6381.0
27917,3.1
27918,3.4
27919,3.3
27920,2034.0
27921,2604.0
27922,4638.0
27923,6.6
27924,10.3
27925,8.5
27926,667.0
27927,1076.0
27928,1743.0
27929,3.7
27930,3.9
27931,3.8
27932,2798.0
27933,3394.0
27934,6192.0
27935,3.1
27936,3.0
27937,3.1
27938,2038.0
27939,2310.0
27940,4348.0
27941,7.3
27942,10.1
27943,8.8
27944,760.0
27945,1084.0
27946,1844.0
27947,14.1
27948,4544.0
27949,12.0
27950,3264.0
27951,25.2
27952,1280.0
27953,13.8
27954,4491.0
27955,11.4
27956,3125.0
27957,25.7
27958,1366.0
27959,13.7
27960,4479.0
27961,11.5
27962,3126.0
27963,25.5
27964,1353.0
27965,5.0
27966,5.3
27967,5.2
27968,107.0
27969,126.0
27970,232.0
27971,4.6
27972,4.9
27973,4.8
27974,86.0
27975,104.0
27976,190.0
27977,7.9
27978,8.4
27979,8.1
27980,20.0
27981,22.0
27982,42.0
27983,4.6
27984,4.9
27985,4.8
27986,99.0
27987,117.0
27988,216.0
27989,4.3
27990,4.4
27991,4.4
27992,81.0
27993,94.0
27994,175.0
27995,7.1
27996,8.3
27997,7.8
27998,18.0
27999,23.0
28000,41.0
28001,4.6
28002,4.9
28003,4.8
28004,99.0
28005,117.0
28006,216.0
28007,4.3
28008,4.4
28009,4.4
28010,81.0
28011,94.0
28012,175.0
28013,7.1
28014,8.3
28015,7.8
28016,18.0
28017,23.0
28018,41.0
28019,4.9
28020,6.2
28021,5.6
28022,116.0
28023,168.0
28024,283.0
28025,4.4
28026,5.1
28027,4.8
28028,95.0
28029,128.0
28030,223.0
28031,12.1
28032,18.7
28033,15.7
28034,21.0
28035,38.0
28036,59.0
28037,5.0
28038,6.0
28039,5.5
28040,117.0
28041,163.0
28042,280.0
28043,4.4
28044,5.0
28045,4.7
28046,96.0
28047,125.0
28048,221.0
28049,12.2
28050,17.4
28051,15.0
28052,22.0
28053,37.0
28054,58.0
28055,5.0
28056,6.0
28057,5.5
28058,117.0
28059,163.0
28060,280.0
28061,4.4
28062,5.0
28063,4.7
28064,96.0
28065,125.0
28066,221.0
28067,12.2
28068,17.4
28069,15.0
28070,22.0
28071,37.0
28072,58.0
28073,4.7
28074,5.4
28075,5.1
28076,72.0
28077,96.0
28078,168.0
28079,4.5
28080,5.2
28081,4.9
28082,67.0
28083,89.0
28084,155.0
28085,9.7
28086,9.7
28087,9.7
28088,5.0
28089,8.0
28090,13.0
28091,4.3
28092,5.0
28093,4.7
28094,67.0
28095,90.0
28096,157.0
28097,4.1
28098,4.7
28099,4.4
28100,62.0
28101,81.0
28102,143.0
28103,9.1
28104,10.3
28105,9.8
28106,5.0
28107,9.0
28108,14.0
28109,4.3
28110,5.0
28111,4.7
28112,67.0
28113,90.0
28114,157.0
28115,4.1
28116,4.7
28117,4.4
28118,62.0
28119,81.0
28120,143.0
28121,9.1
28122,10.3
28123,9.8
28124,5.0
28125,9.0
28126,14.0
28127,5.5
28128,4.6
28129,5.0
28130,127.0
28131,120.0
28132,247.0
28133,5.4
28134,4.2
28135,4.7
28136,109.0
28137,96.0
28138,205.0
28139,6.2
28140,8.2
28141,7.2
28142,18.0
28143,24.0
28144,42.0
28145,5.3
28146,4.3
28147,4.7
28148,121.0
28149,111.0
28150,233.0
28151,5.1
28152,3.6
28153,4.3
28154,102.0
28155,84.0
28156,186.0
28157,6.7
28158,9.1
28159,7.9
28160,19.0
28161,27.0
28162,46.0
28163,5.4
28164,4.2
28165,4.8
28166,125.0
28167,111.0
28168,236.0
28169,5.1
28170,3.6
28171,4.3
28172,103.0
28173,84.0
28174,187.0
28175,7.4
28176,8.9
28177,8.2
28178,21.0
28179,27.0
28180,48.0
28181,10.4
28182,7.7
28183,9.0
28184,22.0
28185,18.0
28186,40.0
28187,9.5
28188,6.8
28189,8.0
28190,18.0
28191,15.0
28192,33.0
28193,18.0
28194,22.1
28195,19.8
28196,4.0
28197,4.0
28198,7.0
28199,8.4
28200,6.8
28201,7.5
28202,18.0
28203,16.0
28204,34.0
28205,7.6
28206,5.6
28207,6.6
28208,15.0
28209,12.0
28210,27.0
28211,15.1
28212,22.0
28213,18.2
28214,3.0
28215,4.0
28216,7.0
28217,8.3
28218,6.8
28219,7.5
28220,18.0
28221,16.0
28222,34.0
28223,7.6
28224,5.6
28225,6.6
28226,15.0
28227,12.0
28228,27.0
28229,14.9
28230,22.0
28231,18.2
28232,3.0
28233,4.0
28234,7.0
28235,2.0
28236,1.7
28237,1.8
28238,49.0
28239,51.0
28240,99.0
28241,1.9
28242,1.5
28243,1.7
28244,43.0
28245,42.0
28246,85.0
28247,4.7
28248,5.1
28249,4.9
28250,6.0
28251,9.0
28252,14.0
28253,2.3
28254,1.6
28255,2.0
28256,57.0
28257,49.0
28258,106.0
28259,2.1
28260,1.4
28261,1.7
28262,49.0
28263,39.0
28264,88.0
28265,6.0
28266,6.3
28267,6.1
28268,8.0
28269,10.0
28270,18.0
28271,2.4
28272,1.8
28273,2.1
28274,59.0
28275,53.0
28276,112.0
28277,2.2
28278,1.5
28279,1.8
28280,51.0
28281,42.0
28282,93.0
28283,6.3
28284,6.3
28285,6.3
28286,8.0
28287,11.0
28288,19.0
28289,2.9
28290,3.4
28291,3.2
28292,584.0
28293,788.0
28294,1372.0
28295,2.7
28296,3.1
28297,3.0
28298,496.0
28299,651.0
28300,1147.0
28301,4.5
28302,5.7
28303,5.1
28304,88.0
28305,137.0
28306,225.0
28307,2.9
28308,3.5
28309,3.2
28310,588.0
28311,819.0
28312,1407.0
28313,2.7
28314,3.2
28315,3.0
28316,496.0
28317,662.0
28318,1158.0
28319,4.7
28320,6.6
28321,5.7
28322,92.0
28323,157.0
28324,249.0
28325,2.9
28326,3.5
28327,3.2
28328,588.0
28329,819.0
28330,1407.0
28331,2.7
28332,3.2
28333,3.0
28334,496.0
28335,662.0
28336,1158.0
28337,4.7
28338,6.6
28339,5.7
28340,92.0
28341,157.0
28342,249.0
28343,5.9
28344,5.1
28345,5.5
28346,84.0
28347,80.0
28348,164.0
28349,5.0
28350,4.0
28351,4.5
28352,60.0
28353,54.0
28354,114.0
28355,10.9
28356,11.8
28357,11.3
28358,24.0
28359,26.0
28360,50.0
28361,5.6
28362,4.8
28363,5.2
28364,79.0
28365,76.0
28366,155.0
28367,4.7
28368,3.7
28369,4.2
28370,57.0
28371,51.0
28372,108.0
28373,10.6
28374,11.4
28375,10.9
28376,23.0
28377,25.0
28378,48.0
28379,5.5
28380,4.9
28381,5.2
28382,78.0
28383,80.0
28384,158.0
28385,4.7
28386,4.0
28387,4.4
28388,57.0
28389,55.0
28390,112.0
28391,9.8
28392,10.9
28393,10.3
28394,21.0
28395,25.0
28396,46.0
28397,4.8
28398,4.6
28399,4.7
28400,16.0
28401,16.0
28402,32.0
28403,4.6
28404,4.3
28405,4.5
28406,14.0
28407,14.0
28408,29.0
28409,7.7
28410,7.1
28411,7.3
28412,2.0
28413,2.0
28414,4.0
28415,4.8
28416,4.1
28417,4.4
28418,16.0
28419,15.0
28420,31.0
28421,4.6
28422,3.8
28423,4.2
28424,14.0
28425,13.0
28426,27.0
28427,7.3
28428,7.2
28429,7.2
28430,2.0
28431,2.0
28432,4.0
28433,4.8
28434,4.0
28435,4.4
28436,16.0
28437,14.0
28438,31.0
28439,4.6
28440,3.7
28441,4.1
28442,14.0
28443,12.0
28444,27.0
28445,7.1
28446,7.3
28447,7.2
28448,2.0
28449,2.0
28450,4.0
28451,16.8
28452,12.9
28453,14.8
28454,1793.0
28455,1574.0
28456,3367.0
28457,15.4
28458,11.6
28459,13.4
28460,1538.0
28461,1314.0
28462,2852.0
28463,37.7
28464,33.3
28465,35.4
28466,255.0
28467,260.0
28468,515.0
28469,16.2
28470,12.5
28471,14.2
28472,1732.0
28473,1525.0
28474,3256.0
28475,14.8
28476,11.1
28477,12.8
28478,1475.0
28479,1262.0
28480,2736.0
28481,36.6
28482,32.3
28483,34.3
28484,257.0
28485,263.0
28486,520.0
28487,16.2
28488,12.5
28489,14.2
28490,1723.0
28491,1525.0
28492,3247.0
28493,14.8
28494,11.0
28495,12.8
28496,1476.0
28497,1261.0
28498,2737.0
28499,35.7
28500,32.3
28501,33.9
28502,247.0
28503,264.0
28504,511.0
28505,6.7
28506,8.1
28507,7.4
28508,87.0
28509,113.0
28510,200.0
28511,5.3
28512,6.4
28513,5.9
28514,61.0
28515,80.0
28516,141.0
28517,18.0
28518,21.2
28519,19.7
28520,26.0
28521,33.0
28522,59.0
28523,6.4
28524,7.1
28525,6.8
28526,85.0
28527,102.0
28528,187.0
28529,5.1
28530,5.6
28531,5.4
28532,59.0
28533,71.0
28534,130.0
28535,16.1
28536,18.4
28537,17.3
28538,26.0
28539,30.0
28540,57.0
28541,6.4
28542,7.1
28543,6.8
28544,85.0
28545,102.0
28546,187.0
28547,5.1
28548,5.6
28549,5.4
28550,59.0
28551,71.0
28552,130.0
28553,16.1
28554,18.4
28555,17.3
28556,26.0
28557,30.0
28558,57.0
28559,9.2
28560,9.1
28561,9.1
28562,1315.0
28563,1385.0
28564,2700.0
28565,8.3
28566,7.7
28567,8.0
28568,1087.0
28569,1052.0
28570,2139.0
28571,18.0
28572,21.9
28573,20.1
28574,228.0
28575,333.0
28576,561.0
28577,8.6
28578,8.7
28579,8.7
28580,1241.0
28581,1330.0
28582,2571.0
28583,7.7
28584,7.3
28585,7.5
28586,1007.0
28587,1001.0
28588,2009.0
28589,18.0
28590,21.2
28591,19.7
28592,234.0
28593,329.0
28594,563.0
28595,8.6
28596,8.7
28597,8.7
28598,1241.0
28599,1331.0
28600,2572.0
28601,7.7
28602,7.3
28603,7.5
28604,1008.0
28605,1002.0
28606,2009.0
28607,18.0
28608,21.2
28609,19.7
28610,234.0
28611,329.0
28612,563.0
28613,9.2
28614,7.4
28615,8.3
28616,77.0
28617,73.0
28618,149.0
28619,8.0
28620,6.2
28621,7.0
28622,61.0
28623,54.0
28624,116.0
28625,24.2
28626,19.4
28627,21.3
28628,15.0
28629,18.0
28630,33.0
28631,8.1
28632,6.5
28633,7.2
28634,67.0
28635,62.0
28636,129.0
28637,7.0
28638,5.5
28639,6.2
28640,54.0
28641,48.0
28642,102.0
28643,21.8
28644,16.0
28645,18.3
28646,13.0
28647,14.0
28648,28.0
28649,8.1
28650,6.5
28651,7.2
28652,67.0
28653,62.0
28654,129.0
28655,7.0
28656,5.5
28657,6.2
28658,54.0
28659,48.0
28660,101.0
28661,21.8
28662,16.0
28663,18.3
28664,13.0
28665,14.0
28666,28.0
28667,3.6
28668,3.5
28669,3.6
28670,76.0
28671,90.0
28672,166.0
28673,3.2
28674,2.8
28675,3.0
28676,62.0
28677,68.0
28678,130.0
28679,10.3
28680,11.8
28681,11.2
28682,14.0
28683,22.0
28684,36.0
28685,3.5
28686,3.3
28687,3.4
28688,73.0
28689,86.0
28690,159.0
28691,2.9
28692,2.7
28693,2.8
28694,58.0
28695,64.0
28696,122.0
28697,10.9
28698,11.2
28699,11.1
28700,15.0
28701,22.0
28702,36.0
28703,3.5
28704,3.4
28705,3.4
28706,73.0
28707,87.0
28708,160.0
28709,3.0
28710,2.7
28711,2.8
28712,58.0
28713,64.0
28714,123.0
28715,11.0
28716,11.4
28717,11.2
28718,15.0
28719,22.0
28720,37.0
28721,4.3
28722,5.0
28723,4.7
28724,47.0
28725,65.0
28726,112.0
28727,3.7
28728,4.1
28729,3.9
28730,36.0
28731,47.0
28732,84.0
28733,8.4
28734,12.5
28735,10.5
28736,11.0
28737,18.0
28738,29.0
28739,4.5
28740,5.4
28741,5.0
28742,51.0
28743,70.0
28744,121.0
28745,3.7
28746,4.2
28747,4.0
28748,37.0
28749,48.0
28750,85.0
28751,10.1
28752,14.4
28753,12.4
28754,14.0
28755,22.0
28756,36.0
28757,4.7
28758,5.4
28759,5.1
28760,52.0
28761,70.0
28762,122.0
28763,3.8
28764,4.2
28765,4.0
28766,38.0
28767,48.0
28768,85.0
28769,10.7
28770,14.7
28771,12.8
28772,15.0
28773,22.0
28774,37.0
28775,2.0
28776,4.3
28777,3.2
28778,2.0
28779,5.0
28780,7.0
28781,1.8
28782,2.8
28783,2.3
28784,1.0
28785,3.0
28786,4.0
28787,2.8
28788,14.7
28789,8.8
28790,0.0
28791,2.0
28792,2.0
28793,2.7
28794,3.4
28795,3.1
28796,3.0
28797,4.0
28798,6.0
28799,2.2
28800,2.4
28801,2.3
28802,2.0
28803,2.0
28804,4.0
28805,5.5
28806,9.2
28807,7.4
28808,1.0
28809,2.0
28810,2.0
28811,2.7
28812,3.4
28813,3.1
28814,3.0
28815,4.0
28816,6.0
28817,2.2
28818,2.4
28819,2.3
28820,2.0
28821,2.0
28822,4.0
28823,5.5
28824,9.2
28825,7.4
28826,1.0
28827,2.0
28828,2.0
28829,12.2
28830,10.7
28831,11.3
28832,1350.0
28833,1587.0
28834,2938.0
28835,10.6
28836,8.9
28837,9.7
28838,1113.0
28839,1242.0
28840,2355.0
28841,35.5
28842,31.4
28843,35.2
28844,228.0
28845,282.0
28846,522.0
28847,11.6
28848,9.6
28849,10.4
28850,1284.0
28851,1425.0
28852,2708.0
28853,10.2
28854,8.3
28855,9.1
28856,1066.0
28857,1157.0
28858,2223.0
28859,33.0
28860,29.7
28861,31.5
28862,208.0
28863,269.0
28864,474.0
28883,2.1
28884,2.4
28885,2.3
28886,630.0
28887,930.0
28888,1560.0
28889,2.0
28890,2.3
28891,2.2
28892,550.0
28893,820.0
28894,1370.0
28895,2.9
28896,3.8
28897,3.4
28898,80.0
28899,110.0
28900,190.0
28901,2.2
28902,2.5
28903,2.4
28904,660.0
28905,950.0
28906,1610.0
28907,3.5
28908,6.0
28909,7.0
28910,6.5
28911,44.0
28912,51.0
28913,95.0
28914,5.6
28915,6.4
28916,6.0
28917,39.0
28918,43.0
28919,81.0
28920,10.7
28921,14.0
28922,12.5
28923,5.0
28924,8.0
28925,13.0
28926,5.6
28927,6.5
28928,6.0
28929,41.0
28930,48.0
28931,89.0
28932,5.3
28933,6.0
28934,5.7
28935,37.0
28936,40.0
28937,77.0
28938,9.2
28939,12.0
28940,10.7
28941,5.0
28942,7.0
28943,12.0
28944,5.5
28945,6.5
28946,6.0
28947,41.0
28948,48.0
28949,89.0
28950,5.3
28951,6.0
28952,5.6
28953,36.0
28954,40.0
28955,77.0
28956,9.5
28957,12.4
28958,11.0
28959,5.0
28960,7.0
28961,12.0
28962,5.6
28963,5.7
28964,5.7
28965,8.0
28966,9.0
28967,17.0
28968,4.7
28969,4.5
28970,4.6
28971,6.0
28972,7.0
28973,13.0
28974,15.8
28975,18.8
28976,17.4
28977,2.0
28978,3.0
28979,4.0
28980,5.4
28981,5.4
28982,5.4
28983,7.0
28984,9.0
28985,16.0
28986,4.6
28987,4.4
28988,4.5
28989,6.0
28990,7.0
28991,12.0
28992,14.2
28993,17.1
28994,15.8
28995,2.0
28996,2.0
28997,4.0
28998,5.4
28999,5.4
29000,5.4
29001,8.0
29002,9.0
29003,16.0
29004,4.6
29005,4.4
29006,4.5
29007,6.0
29008,7.0
29009,12.0
29010,14.1
29011,16.8
29012,15.6
29013,2.0
29014,2.0
29015,4.0
29016,6.1
29017,7.8
29018,6.9
29019,29.0
29020,38.0
29021,67.0
29022,5.9
29023,7.0
29024,6.5
29025,27.0
29026,31.0
29027,58.0
